+----------------------------------+----------+
| artist_id                        | ds       |
+----------------------------------+----------+
| 2b7fedeea967becd9408b896de8ff903 | 20150301 |
| 2b7fedeea967becd9408b896de8ff903 | 20150302 |
| 2b7fedeea967becd9408b896de8ff903 | 20150303 |
| 2b7fedeea967becd9408b896de8ff903 | 20150304 |
| 2b7fedeea967becd9408b896de8ff903 | 20150305 |
| 2b7fedeea967becd9408b896de8ff903 | 20150306 |
| 2b7fedeea967becd9408b896de8ff903 | 20150307 |
| 2b7fedeea967becd9408b896de8ff903 | 20150308 |
| 2b7fedeea967becd9408b896de8ff903 | 20150309 |
| 2b7fedeea967becd9408b896de8ff903 | 20150310 |
| 2b7fedeea967becd9408b896de8ff903 | 20150311 |
| 2b7fedeea967becd9408b896de8ff903 | 20150312 |
| 2b7fedeea967becd9408b896de8ff903 | 20150313 |
| 2b7fedeea967becd9408b896de8ff903 | 20150314 |
| 2b7fedeea967becd9408b896de8ff903 | 20150315 |
| 2b7fedeea967becd9408b896de8ff903 | 20150316 |
| 2b7fedeea967becd9408b896de8ff903 | 20150317 |
| 2b7fedeea967becd9408b896de8ff903 | 20150318 |
| 2b7fedeea967becd9408b896de8ff903 | 20150319 |
| 2b7fedeea967becd9408b896de8ff903 | 20150320 |
| 2b7fedeea967becd9408b896de8ff903 | 20150321 |
| 2b7fedeea967becd9408b896de8ff903 | 20150322 |
| 2b7fedeea967becd9408b896de8ff903 | 20150323 |
| 2b7fedeea967becd9408b896de8ff903 | 20150324 |
| 2b7fedeea967becd9408b896de8ff903 | 20150325 |
| 2b7fedeea967becd9408b896de8ff903 | 20150326 |
| 2b7fedeea967becd9408b896de8ff903 | 20150327 |
| 2b7fedeea967becd9408b896de8ff903 | 20150328 |
| 2b7fedeea967becd9408b896de8ff903 | 20150329 |
| 2b7fedeea967becd9408b896de8ff903 | 20150330 |
| 2b7fedeea967becd9408b896de8ff903 | 20150331 |
| 2b7fedeea967becd9408b896de8ff903 | 20150401 |
| 2b7fedeea967becd9408b896de8ff903 | 20150402 |
| 2b7fedeea967becd9408b896de8ff903 | 20150403 |
| 2b7fedeea967becd9408b896de8ff903 | 20150404 |
| 2b7fedeea967becd9408b896de8ff903 | 20150405 |
| 2b7fedeea967becd9408b896de8ff903 | 20150406 |
| 2b7fedeea967becd9408b896de8ff903 | 20150407 |
| 2b7fedeea967becd9408b896de8ff903 | 20150408 |
| 2b7fedeea967becd9408b896de8ff903 | 20150409 |
| 2b7fedeea967becd9408b896de8ff903 | 20150410 |
| 2b7fedeea967becd9408b896de8ff903 | 20150411 |
| 2b7fedeea967becd9408b896de8ff903 | 20150412 |
| 2b7fedeea967becd9408b896de8ff903 | 20150413 |
| 2b7fedeea967becd9408b896de8ff903 | 20150414 |
| 2b7fedeea967becd9408b896de8ff903 | 20150415 |
| 2b7fedeea967becd9408b896de8ff903 | 20150416 |
| 2b7fedeea967becd9408b896de8ff903 | 20150417 |
| 2b7fedeea967becd9408b896de8ff903 | 20150418 |
| 2b7fedeea967becd9408b896de8ff903 | 20150419 |
| 2b7fedeea967becd9408b896de8ff903 | 20150420 |
| 2b7fedeea967becd9408b896de8ff903 | 20150421 |
| 2b7fedeea967becd9408b896de8ff903 | 20150422 |
| 2b7fedeea967becd9408b896de8ff903 | 20150423 |
| 2b7fedeea967becd9408b896de8ff903 | 20150424 |
| 2b7fedeea967becd9408b896de8ff903 | 20150425 |
| 2b7fedeea967becd9408b896de8ff903 | 20150426 |
| 2b7fedeea967becd9408b896de8ff903 | 20150427 |
| 2b7fedeea967becd9408b896de8ff903 | 20150428 |

| 2b7fedeea967becd9408b896de8ff903 | 20150430 |
| 2b7fedeea967becd9408b896de8ff903 | 20150501 |
| 2b7fedeea967becd9408b896de8ff903 | 20150502 |
| 2b7fedeea967becd9408b896de8ff903 | 20150503 |
| 2b7fedeea967becd9408b896de8ff903 | 20150504 |
| 2b7fedeea967becd9408b896de8ff903 | 20150505 |
| 2b7fedeea967becd9408b896de8ff903 | 20150506 |
| 2b7fedeea967becd9408b896de8ff903 | 20150507 |
| 2b7fedeea967becd9408b896de8ff903 | 20150508 |
| 2b7fedeea967becd9408b896de8ff903 | 20150509 |
| 2b7fedeea967becd9408b896de8ff903 | 20150510 |
| 2b7fedeea967becd9408b896de8ff903 | 20150511 |
| 2b7fedeea967becd9408b896de8ff903 | 20150512 |
| 2b7fedeea967becd9408b896de8ff903 | 20150513 |
| 2b7fedeea967becd9408b896de8ff903 | 20150514 |
| 2b7fedeea967becd9408b896de8ff903 | 20150515 |
| 2b7fedeea967becd9408b896de8ff903 | 20150516 |
| 2b7fedeea967becd9408b896de8ff903 | 20150517 |
| 2b7fedeea967becd9408b896de8ff903 | 20150518 |

| 2b7fedeea967becd9408b896de8ff903 | 20150520 |
| 2b7fedeea967becd9408b896de8ff903 | 20150521 |
| 2b7fedeea967becd9408b896de8ff903 | 20150522 |
| 2b7fedeea967becd9408b896de8ff903 | 20150523 |
| 2b7fedeea967becd9408b896de8ff903 | 20150524 |
| 2b7fedeea967becd9408b896de8ff903 | 20150525 |
| 2b7fedeea967becd9408b896de8ff903 | 20150526 |
| 2b7fedeea967becd9408b896de8ff903 | 20150527 |
| 2b7fedeea967becd9408b896de8ff903 | 20150528 |
